번호,개방자치단체코드,관리번호,인허가일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,소재지전화,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,좌표정보(x),좌표정보(y)
9093,3110000,3.11E+17,2022-08-19,1,영업/정상,0,정상,23069990,"서울특별시 은평구 증산동 213-20 DMC센트럴자이 401동 상가 120, 130호","서울특별시 은평구 수색로 200(증산동, DMC센트럴자이)",3506,정든동물병원,2022-08-19 13:45,I,2022-08-21 0:22,191337.2733,453194.5377
9094,5710000,5.74E+17,2022-07-18,1,영업/정상,0,정상,,충청북도 청주시 청원구 내덕동 123-1,"충청북도 청주시 청원구 안덕벌로86번길 40, 지하층 (내덕동)",28497,나음동물병원,2022-07-18 14:37,I,2022-07-20 0:22,244273.1963,350839.5157
9095,3540000,3.54E+17,2022-07-27,1,영업/정상,0,정상,032-719-4812,인천광역시 부평구 십정동 289-8 더샵부평센트럴시티 상가동 F동 105호,"인천광역시 부평구 열우물로 90, F동 105호 (십정동, 더샵부평센트럴시티)",21443,온리동물병원,2022-08-05 15:11,U,2022-08-07 2:40,173203.2441,441511.6782
9096,3510500,3.51E+17,2022-08-08,1,영업/정상,0,정상,032-713-4904,인천광역시 미추홀구 주안동 465-2,"인천광역시 미추홀구 미추홀대로 662, 1층 (주안동)",22148,으뜸동물병원,2022-08-08 14:26,I,2022-08-10 0:22,171641.9258,439417.9017
9097,3360000,3.36E+17,2022-07-08,1,영업/정상,0,정상,,부산광역시 강서구 명지동 3597-5,"부산광역시 강서구 명지국제2로 29, 203호 (명지동)",46726,명지 수동물병원,2022-07-11 9:28,U,2022-07-13 2:40,373808.7564,178891.0303
9098,5110000,5.11E+17,2022-07-21,1,영업/정상,0,정상,,경상북도 상주시 만산동 696-6,경상북도 상주시 경상대로 3138(만산동),37160,두리동물병원,2022-07-21 11:37,I,2022-07-23 0:22,303239.8209,325732.7333
9099,3340000,3.34E+17,2022-07-06,1,영업/정상,0,정상,051-717-2316,부산광역시 사하구 다대동 1548-47,"부산광역시 사하구 다대로 700, 2층 (다대동)",49505,더바른 동물병원,2022-07-14 16:58,U,2022-07-16 2:40,379207.7254,173951.8004
9100,3780000,3.78E+17,2022-07-04,1,영업/정상,0,정상,031-778-6420,"경기도 성남시 중원구 여수동 205 신야탑푸르지오시티 1 101,102호","경기도 성남시 중원구 양현로405번길 5, 신야탑푸르지오시티 1 101,102호 (여수동)",13439,우주동물병원,2022-07-04 14:58,I,2022-07-06 0:22,211162.5154,435024.3001
9101,5420000,5.42E+17,2022-07-26,1,영업/정상,0,정상,055-673-7582,경상남도 고성군 고성읍 송학리 318-18,"경상남도 고성군 고성읍 송학로149번길 8-1, 1층",52937,고성작은동물병원,2022-10-31 17:20,U,2022-11-02 2:40,320958.9516,165156.8585
9102,4040000,4.04E+17,2022-07-08,1,영업/정상,0,정상,031-8027-6991,"경기도 하남시 풍산동 504 미사탑프라자, 2층 204,205호","경기도 하남시 미사강변대로 84, 미사탑프라자 2층 204.205호 (풍산동)",12919,서서동물의료센터,2022-07-08 15:50,I,2022-07-10 0:22,216546.1562,450600.7074
9103,3140000,3.14E+17,2022-07-21,1,영업/정상,0,정상,226987582,서울특별시 양천구 신월동 602-1,서울특별시 양천구 신월로 208(신월동),8063,24시월드펫동물메디컬센터,2022-07-25 9:51,U,2022-07-27 2:40,186262.2128,446486.3853
9104,3780000,3.78E+17,2022-07-07,1,영업/정상,0,정상,031-715-7975,"경기도 성남시 분당구 대장동 202-4 207,208,209,210호","경기도 성남시 분당구 판교대장로6길 10,  동 207,208,209,210호 (대장동)",13544,판교포레동물병원,2022-07-07 16:10,I,2022-07-09 0:22,205999.0478,429415.2057
9105,3230000,3.23E+17,2022-07-05,1,영업/정상,0,정상,02-448-6400,서울특별시 송파구 거여동 605-4,"서울특별시 송파구 위례송파로 77, 위례우성어반타워 3층 303~307호 (거여동)",5790,24시 스탠다드 동물의료센터,2022-07-05 16:35,I,2022-07-07 0:22,212530.1839,442594.7879
9106,4090000,4.09E+17,2022-07-22,1,영업/정상,0,정상,031-986-7550,경기도 김포시 구래동 6884-3 스타프라자,"경기도 김포시 김포한강8로 410, 스타프라자 204, 205호 (구래동)",10071,온아동물의료센터,2022-07-22 8:59,I,2022-07-24 0:22,166714.9865,460134.633
9107,3520000,3.52E+17,2022-07-07,1,영업/정상,0,정상,032-710-7578,인천광역시 연수구 송도동 96 리치센트럴 2층 237호,"인천광역시 연수구 인천타워대로197번길 16, 리치센트럴 2층 237호 (송도동)",22009,투게더 동물병원,2022-07-25 15:35,U,2022-07-27 2:40,167630.628,431952.0565
9108,5380000,5.38E+17,2022-07-07,1,영업/정상,0,정상,055-912-0957,경상남도 양산시 동면 석산리 1472-26,경상남도 양산시 동면 금오12길 1,50639,미르동물병원,2022-07-07 10:03,I,2022-07-09 0:22,384084.8178,203597.1789
9109,4820000,4.82E+17,2022-07-05,1,영업/정상,0,정상,061-755-0155,전라남도 순천시 서면 선평리 245-1,전라남도 순천시 서면 삼산로 291,57926,온유동물병원,2022-07-05 15:30,I,2022-07-07 0:22,245990.3141,165539.6279
9110,4060000,4.06E+17,2022-07-01,1,영업/정상,0,정상,,경기도 파주시 금촌동 273-1 1호,경기도 파주시 새꽃로 89(금촌동),10913,교하동물병원,2022-07-01 9:45,I,2022-07-03 0:22,179529.7145,472868.3175
9111,4720000,4.72E+17,2022-07-29,1,영업/정상,0,정상,,전라북도 완주군 고산면 읍내리 882,전라북도 완주군 고산면 고산로 74,55311,다온동물병원,2022-08-01 14:43,U,2022-08-03 2:40,218416.2171,274979.2866
9112,3240000,3.24E+17,2022-06-30,1,영업/정상,0,정상,02-6949-2475,서울특별시 강동구 성내동 549-1 씨네월드,"서울특별시 강동구 성내로 48, 씨네월드 1층 (성내동)",5399,더파크동물의료센터,2022-11-30 9:54,U,2022-12-02 2:40,210992.4973,447372.6172
9113,3360000,3.36E+17,2022-07-12,1,영업/정상,0,정상,051-711-7581,부산광역시 강서구 명지동 3420-7,"부산광역시 강서구 명지국제8로 270, 1동 202호 (명지동)",46772,어울림동물메디컬센터,2022-07-12 14:26,I,2022-07-14 0:22,375192.2933,179291.2555
9114,3910000,3.91E+17,2022-07-13,1,영업/정상,0,정상,1833-3339,경기도 평택시 고덕동 1975-1,"경기도 평택시 고덕중앙로 218, 우성메디컬센터  207~211호 (고덕동)",18014,24시 고덕동물의료센터,2022-09-08 9:42,U,2022-09-10 2:40,203929.1042,394024.0316
9115,4010000,4.01E+17,2022-08-24,1,영업/정상,0,정상,031-431-0075,경기도 시흥시 배곧동 204 서영베니스스퀘어,"경기도 시흥시 서울대학로278번길 61, 서영베니스스퀘어 2층 233호 (배곧동)",15011,더좋은 동물병원,2022-09-20 12:48,U,2022-09-22 2:40,176072.6007,429602.844
9116,3740000,3.74E+17,2022-08-26,1,영업/정상,0,정상,312020119,경기도 수원시 영통구 영통동 979-4,경기도 수원시 영통구 덕영대로 1509(영통동),16698,권앤정 24시수원동물메디컬센터,2023-03-30 10:06,U,2023-04-01 2:40,204893.0891,416027.5874
9117,3540000,3.54E+17,2022-08-29,1,영업/정상,0,정상,032-426-4545,인천광역시 부평구 부평동 756-151 DS 까사 101호,"인천광역시 부평구 경인로 855, DS 까사 101호 (부평동)",21410,시민동물병원,2022-11-04 10:28,U,2022-11-06 2:40,174766.7714,442499.5526
9118,3940000,3.94E+17,2022-08-29,1,영업/정상,0,정상,318118991,경기도 고양시 덕양구 토당동 282-23 금호프라자,"경기도 고양시 덕양구 토당로 115, 금호프라자 101호 (토당동)",10506,해랑동물병원,2022-08-31 13:05,U,2022-09-02 2:40,183778.6343,458154.13
9119,5710000,5.73E+17,2022-08-24,1,영업/정상,0,정상,287-7566,충청북도 청주시 서원구 수곡동 79-7 김명수내과의원,"충청북도 청주시 서원구 구룡산로 386, 1층 (수곡동)",28708,가람 동물병원,2022-08-25 9:56,I,2022-08-26 0:22,243506.2303,346436.6967
9120,5710000,5.73E+17,2022-11-29,1,영업/정상,0,정상,,충청북도 청주시 서원구 개신동 438-1,"충청북도 청주시 서원구 모충로35번길 6, 2층 (개신동)",28667,나래동물의료센터,2023-03-23 10:22,U,2023-03-25 2:40,241788.6297,347246.4035
9121,3540000,3.54E+17,2022-08-05,1,영업/정상,0,정상,032-505-7975,인천광역시 부평구 산곡동 51-3 1층 104호~105호,"인천광역시 부평구 세월천로 77, 1층 104호~105호 (산곡동)",21307,해원 동물병원,2022-08-22 17:40,U,2022-08-24 2:40,173477.0349,445716.3703
9122,3560000,3.56E+17,2022-08-09,1,영업/정상,0,정상,,인천광역시 서구 원당동 1024 검단 금호어울림 센트럴,"인천광역시 서구 이음5로 65, 상가동 103호 (원당동, 검단 금호어울림 센트럴)",22864,아이비유동물병원,2022-08-09 15:10,I,2022-08-11 0:22,,
9123,4420000,4.42E+17,2022-07-25,1,영업/정상,0,정상,,충청북도 보은군 보은읍 삼산리 12-8,"충청북도 보은군 보은읍 삼산로1길 8,   1층 103호",28949,명성동물병원,2022-07-25 10:15,I,2022-07-27 0:22,264501.4625,331679.3406
9124,5370000,5.37E+17,2022-07-15,1,영업/정상,0,정상,736-0075,경상남도 거제시 고현동 1018 황제빌딩 2층,"경상남도 거제시 중곡로1길 49, 황제빌딩 2층 (고현동)",53249,서울웰동물의료센터,2022-07-15 7:40,I,2022-07-17 0:22,348486.0321,156044.6083
9125,3620000,3.62E+17,2022-08-02,1,영업/정상,0,정상,062-573-9988,광주광역시 북구 용두동 1116 첨단 용두 산이고운 2동 111호,"광주광역시 북구 임방울대로1042번길 17, 2동 111호 (용두동, 첨단 용두 산이고운)",61074,샘터동물병원,2022-09-02 17:14,U,2022-09-04 2:40,188259.7861,190227.5718
9126,5690000,5.69E+17,2022-08-18,1,영업/정상,0,정상,044-864-5952,세종특별자치시 해밀동 산 5-2 스카이드림,"세종특별자치시 해밀3로 43, 스카이드림 2층 201~202호 (해밀동)",30092,해밀동물병원,2022-08-18 9:48,I,2022-08-20 0:22,223660.2207,336453.6609
9127,5710000,5.73E+17,2022-08-17,1,영업/정상,0,정상,,"충청북도 청주시 서원구 분평동 1425 THE STYLE  108,109,110","충청북도 청주시 서원구 1순환로 1059, THE STYLE 108,109,110호 (분평동)",28798,늘품동물병원,2022-08-25 10:53,U,2022-08-27 2:40,243256.6527,345172.8254
9128,3110000,3.11E+17,2022-08-18,1,영업/정상,0,정상,,서울특별시 은평구 응암동 107-19,"서울특별시 은평구 응암로 278, 3층 (응암동)",3465,서울은내과동물병원,2022-08-18 11:05,I,2022-08-20 0:22,192839.1363,454893.1966
9129,3620000,3.62E+17,2013-09-02,1,영업/정상,0,정상,613-5890,광주광역시 북구 생용동 산 127-2 우치공원 금호패밀리랜드,"광주광역시 북구 우치로 677, 우치공원 금호패밀리랜드 (생용동)",61028,광주광역시 우치동물원 동물병원,2022-09-26 9:25,U,2022-09-28 2:40,189939.239,191422.8622
9130,3620000,3.62E+17,2004-05-25,1,영업/정상,0,정상,525-1928,광주광역시 북구 임동 94-131번지,광주광역시 북구 임동로 6 (임동),,바이오컨설팅 & 신동물병원,2019-12-13 11:38,U,2019-12-15 2:40,190518.3764,184626.0465
9131,3620000,3.62E+17,2004-09-01,1,영업/정상,0,정상,573-7171,광주광역시 북구 용봉동 476-1번지,광주광역시 북구 설죽로 305 (용봉동),61063,굿모닝동물병원,2012-05-11 16:46,I,2018-08-31 23:59,190609.6066,187517.9869
9132,3620000,3.62E+17,2003-05-23,1,영업/정상,0,정상,524-7582,광주광역시 북구 풍향동 581-20,광주광역시 북구 필문대로 75 (풍향동),,주주동물병원,2021-01-14 11:21,U,2021-01-16 2:40,193345.6524,184856.85
9133,3620000,3.62E+17,2004-05-25,1,영업/정상,0,정상,524-3663,광주광역시 북구 용봉동 1402-6,광주광역시 북구 설죽로 191 (용봉동),61110,아나푸게안과동물병원,2022-07-12 11:25,U,2022-07-14 2:40,190523.9798,186413.7114
9134,3620000,3.62E+17,1971-04-15,1,영업/정상,0,정상,,광주광역시 북구 임동 92-8,광주광역시 북구 서림로 116 (임동),,무등동물병원,2021-01-14 11:10,U,2021-01-16 2:40,190627.2919,184708.7291
9135,3620000,3.62E+17,1986-12-01,1,영업/정상,0,정상,530-2882,광주광역시 북구 용봉동 300 전남대학교,"광주광역시 북구 용봉로 77, 전남대학교 주210 (용봉동)",61186,전남대학교 동물병원,2023-03-06 10:34,U,2023-03-08 2:40,191342.6276,186342.6162
9136,3620000,3.62E+17,2005-02-17,1,영업/정상,0,정상,571-7582,광주광역시 북구 용두동 301-1,광주광역시 북구 하서로 415 (용두동),,해맑은동물병원,2021-01-14 11:22,U,2021-01-16 2:40,188473.8853,190352.3185
9137,5390000,5.39E+17,1998-05-13,1,영업/정상,0,정상,,경상남도 의령군 의령읍 서동리 287-4번지 1통1반,경상남도 의령군 의령읍 의병로 171,52138,주수의과 병원,2014-02-25 10:12,I,2018-08-31 23:59,314090.8838,202930.6471
9138,5390000,5.39E+17,2010-03-18,1,영업/정상,0,정상,,경상남도 의령군 부림면 신반리 544-1번지,경상남도 의령군 부림면 신번로7길 3-1,52104,송동물병원,2016-06-16 17:09,I,2018-08-31 23:59,320130.9054,219491.1697
9139,5390000,5.39E+17,2016-06-16,1,영업/정상,0,정상,,경상남도 의령군 정곡면 석곡리 131-3,"경상남도 의령군 정곡면 의합대로 1191, 1동 1층",52124,김동물병원,2021-07-01 15:34,U,2021-07-03 2:40,320797.9115,211165.83
9140,5390000,5.39E+17,2017-01-12,1,영업/정상,0,정상,055-572-6001,경상남도 의령군 의령읍 동동리 1048-3번지,경상남도 의령군 의령읍 백산로3길 3,52146,동호동물병원,2017-01-12 16:39,I,2018-08-31 23:59,314978.6093,203222.4039
9141,5370000,5.37E+17,2014-08-29,1,영업/정상,0,정상,055-716-1175,경상남도 거제시 고현동 203-1,경상남도 거제시 동문천로 47 (고현동),53256,24시 더나은 동물메디컬 센터,2023-03-09 16:45,U,2023-03-11 2:40,348514.1827,155010.4158
9142,5370000,5.37E+17,2016-06-03,1,영업/정상,0,정상,556327582,경상남도 거제시 수월동 1043-92,"경상남도 거제시 수양로 456-12, 3층 (수월동)",53237,거제동물메디컬센터,2022-06-30 9:10,U,2022-07-02 2:40,349915.5499,156218.2625
9143,5370000,5.37E+17,2018-07-24,1,영업/정상,0,정상,,경상남도 거제시 아주동 737-2번지,경상남도 거제시 거제대로 3541 (아주동),53300,아주동물병원,2018-07-24 17:34,I,2018-08-31 23:59,354608.5318,154162.4655
9144,5530000,5.53E+17,2021-06-30,1,영업/정상,0,정상,,경기도 화성시 우정읍 조암리 203-11,경기도 화성시 우정읍 조암로 40,18566,BL불임우병원,2021-06-30 9:39,I,2021-07-02 0:23,183853.1603,398338.0072
9145,4040000,4.04E+17,2001-03-07,1,영업/정상,0,정상,791-5775,경기도 하남시 신장동 427-35번지,경기도 하남시 신평로 58 (신장동),12957,러브펫,2019-01-14 11:05,U,2019-01-16 2:40,218070.7365,448509.7611
9146,4050000,5.64E+17,2017-07-31,1,영업/정상,0,정상,031-261-7582,경기도 용인시 수지구 신봉동 40-2,"경기도 용인시 수지구 신봉1로 84, 228,229호 (신봉동, 상록신봉종합상가)",16815,서울샤인동물병원,2021-10-22 10:12,U,2021-10-24 2:40,206706.578,424640.6328
9147,4430000,4.43E+17,1978-11-08,1,영업/정상,0,정상,732-8173,충청북도 옥천군 청산면 지전리 27-25번지,충청북도 옥천군 청산면 지전1길 10-1,29013,청산동물병원,2015-07-27 17:22,I,2018-08-31 23:59,271108.7162,316283.1888
9148,4430000,4.43E+17,1993-11-04,1,영업/정상,0,정상,731-3935,충청북도 옥천군 옥천읍 삼양리 산 194-4,충청북도 옥천군 옥천읍 삼양로 41-1,29032,아름동물병원,2020-09-25 17:30,U,2020-09-27 2:40,250807.1696,311921.9703
9149,4430000,4.43E+17,1998-10-12,1,영업/정상,0,정상,733-1548,충청북도 옥천군 옥천읍 금구리 171-21번지,충청북도 옥천군 옥천읍 금장로 23,29038,참좋은동물병원,2019-01-16 9:37,U,2019-01-18 2:40,250864.0173,311420.7188
9150,4430000,4.43E+17,2012-12-03,1,영업/정상,0,정상,070-7796-3478,충청북도 옥천군 옥천읍 장야리 248-1번지,충청북도 옥천군 옥천읍 문장로 81-8,29040,고려동물병원,2019-01-16 9:37,U,2019-01-18 2:40,251733.0759,310976.8583
9151,4430000,4.43E+17,2014-12-16,1,영업/정상,0,정상,043-732-8844,충청북도 옥천군 옥천읍 삼양리 222-201,충청북도 옥천군 옥천읍 삼금로 53,29038,옥천동물병원,2020-09-25 17:27,U,2020-09-27 2:40,251011.2699,311516.8298
9152,3220000,3.22E+17,2015-02-17,1,영업/정상,0,정상,02-445-5022,서울특별시 강남구 자곡동 658-105 강남힐스테이트에코,"서울특별시 강남구 자곡로 202, 105호 (자곡동, 강남힐스테이트에코)",6373,힐스타동물병원,2022-10-27 13:32,U,2022-10-29 2:40,209201.9614,441399.856
9153,3220000,3.22E+17,2015-02-25,1,영업/정상,0,정상,02-576-1239,"서울특별시 강남구 도곡동 545-6번지 1층,2층","서울특별시 강남구 도곡로 174, 1,2층 (도곡동)",6261,강남다온동물병원,2019-01-17 18:21,U,2019-01-19 2:40,203333.0265,443237.6692
9154,3220000,3.22E+17,2015-05-29,1,영업/정상,0,정상,3443-0275,서울특별시 강남구 신사동 528-3번지 덕산빌딩 203호,"서울특별시 강남구 압구정로 108 (신사동, 덕산빌딩 203호 )",6028,압구정웰동물병원,2019-01-17 18:20,U,2019-01-19 2:40,201749.4564,446742.8281
9155,3220000,3.22E+17,2015-06-23,1,영업/정상,0,정상,557-1555,서울특별시 강남구 역삼동 694-11 연안이씨빌딩 1층,"서울특별시 강남구 선릉로 533, 연안이씨빌딩 1층 (역삼동)",6149,선릉동물병원,2020-07-16 18:06,U,2020-07-18 2:40,204064.4794,444962.3065
9156,3220000,3.22E+17,2004-05-07,1,영업/정상,0,정상,02-572-9300,서울특별시 강남구 도곡동 180-31번지 1층,"서울특별시 강남구 남부순환로 2737, 1층 (도곡동)",6274,우리집동물병원,2019-03-07 9:15,U,2019-03-09 2:40,203923.9034,442699.0938
9157,3220000,3.22E+17,2018-05-14,1,영업/정상,0,정상,02-6951-4327,서울특별시 강남구 압구정동 455번지 상가 제2층 203호,"서울특별시 강남구 압구정로29길 68, 2층 203호 (압구정동, 현대아파트)",6004,봄사랑 동물병원,2020-03-31 16:08,U,2020-04-02 2:40,202454.97,447748.161
9158,3220000,3.22E+17,2018-06-01,1,영업/정상,0,정상,02-454-8275,서울특별시 강남구 삼성동 10-25 대호빌딩 1층,"서울특별시 강남구 봉은사로57길 59, 대호빌딩 1층 (삼성동)",6092,혜민동물병원,2020-09-02 10:22,U,2020-09-04 2:40,203796.465,445820.365
9159,3220000,3.22E+17,2018-07-12,1,영업/정상,0,정상,02-549-4505,서울특별시 강남구 논현동 59-5 진성빌딩,"서울특별시 강남구 도산대로 206, 진성빌딩 (논현동)",6047,신사동물병원,2022-09-29 13:46,U,2022-10-01 2:40,202495.9907,446378.3572
9160,3130000,3.13E+17,1988-03-30,1,영업/정상,0,정상,02-336-3929,서울특별시 마포구 노고산동 56-7,서울특별시 마포구 신촌로16길 34(노고산동),4057,서진동물병원,2022-07-11 15:02,U,2022-07-13 2:40,194117.3659,450220.1877
9161,3130000,3.13E+17,1991-03-05,1,영업/정상,0,정상,02-332-7984,서울특별시 마포구 망원동 415-32번지,"서울특별시 마포구 포은로 107, 2층 (망원동)",4009,서교동물병원,2019-05-08 13:24,U,2019-05-10 2:40,191496.3103,450483.1719
9162,3220000,3.22E+17,2014-08-29,1,영업/정상,0,정상,6053-6052,서울특별시 강남구 일원동 719번지 푸른마을아파트 상가동 102호,"서울특별시 강남구 일원로14길 25, 상가동 102호 (일원동, 푸른마을아파트)",6356,수정동물병원,2019-03-07 10:53,U,2019-03-09 2:40,207082.8529,442411.5001
9163,3220000,3.22E+17,2014-12-26,1,영업/정상,0,정상,02-511-2842,서울특별시 강남구 청담동 1-18번지 2층,"서울특별시 강남구 선릉로 756, 2층 (청담동, 대성빌딩)",6062,이비치 동물치과병원,2019-01-17 20:01,U,2019-01-19 2:40,203436.959,446670.677
9164,3220000,3.22E+17,2015-01-05,1,영업/정상,0,정상,445-7579,서울특별시 강남구 세곡동 581 강남리더스프라자 202-1호,"서울특별시 강남구 헌릉로 569, 202-1호 (세곡동, 강남리더스프라자)",6376,마더스동물병원,2021-03-18 18:15,U,2021-03-20 2:40,208882.2459,440405.7437
9165,3220000,3.22E+17,2015-01-14,1,영업/정상,0,정상,554-8875,서울특별시 강남구 역삼동 761-18번지,"서울특별시 강남구 언주로 314, 105호 (역삼동)",6219,도곡종합동물병원,2019-01-17 19:56,U,2019-01-19 2:40,204056.1997,443750.8845
9166,3220000,3.22E+17,2015-01-16,1,영업/정상,0,정상,545-0075,"서울특별시 강남구 신사동 630-23 2,3층","서울특별시 강남구 도산대로 309, 2,3층 (신사동)",6021,치료멍멍동물병원,2022-11-08 10:35,U,2022-11-10 2:40,203039.6565,446683.3132
9167,3220000,3.22E+17,2011-01-21,1,영업/정상,0,정상,02-3443-8275,서울특별시 강남구 삼성동 35-3번지 1층,"서울특별시 강남구 선릉로 620, 1층 (삼성동)",6097,닥터펫동물의료센터,2019-03-07 9:25,U,2019-03-09 2:40,203776.2083,445541.7126
9168,3080000,3.08E+17,2002-10-15,1,영업/정상,0,정상,988-7582,서울특별시 강북구 미아동 812 삼성래미안트리베라아파트,"서울특별시 강북구 삼양로27길 19, 상가 204동 108호 (미아동, 삼성래미안트리베라아파트)",1195,솔샘동물병원,2021-08-03 14:43,U,2021-08-05 2:40,201731.6844,457219.3356
9169,3080000,3.08E+17,2002-06-19,1,영업/정상,0,정상,996-1007,서울특별시 강북구 수유동 279-290번지,서울특별시 강북구 삼양로 499 (수유동),1026,애니케어 동물병원 수유점,2019-03-08 9:44,U,2019-03-10 2:40,201189.0089,460598.0931
9170,3150000,3.15E+17,2007-12-11,1,영업/정상,0,정상,2665-8256,서울특별시 강서구 방화동 1265번지 24통4반 숲속마을 402동 502호,"서울특별시 강서구 방화대로47가길 7 (방화동, 방화샤르망1오피스텔)",7511,굿모닝동물병원,2019-05-10 10:24,U,2019-05-12 2:40,183414.4948,452706.1049
9171,3150000,3.15E+17,2008-01-10,1,영업/정상,0,정상,,서울특별시 강서구 화곡동 313번지 목동신시가지 아파트 902-203,"서울특별시 강서구 강서로 254 (화곡동, 우장산아이파크이편한세상)",7691,다나동물병원,2019-04-29 10:00,U,2019-05-01 2:40,185509.7552,449581.9285
9172,3150000,3.15E+17,2010-03-17,1,영업/정상,0,정상,02-2693-0075,서울특별시 강서구 화곡동 1070-1번지,"서울특별시 강서구 화곡로 112, 1층 (화곡동)",7718,파스텔동물병원,2019-03-07 14:20,U,2019-03-09 2:40,185300.5433,448627.7398
9173,3150000,3.15E+17,2010-05-12,1,영업/정상,0,정상,02-2697-0052,서울특별시 강서구 내발산동 722-15,서울특별시 강서구 강서로45길 28 (내발산동),7639,오즈동물병원,2022-02-03 11:45,U,2022-02-05 2:40,185311.913,449552.4628
9174,3150000,3.15E+17,2010-08-16,1,영업/정상,0,정상,02-3665-7588,서울특별시 강서구 마곡동 799-2 푸리마타워,"서울특별시 강서구 공항대로 190, 푸리마타워 219호 (마곡동)",7631,땅콩 동물병원,2021-03-25 16:36,U,2021-03-27 2:40,184785.4835,450767.2584
9175,3150000,3.15E+17,2011-01-18,1,영업/정상,0,정상,3665-1838,서울특별시 강서구 가양동 17번지 4통10반 파크리오 119동 403호,"서울특별시 강서구 양천로 431 (가양동, 홈플러스가양점)",7527,가양쿨펫동물병원,2015-08-03 16:12,I,2018-08-31 23:59,186687.1318,451342.7735
9176,3150000,3.15E+17,2011-06-07,1,영업/정상,0,정상,02-2667-5666,서울특별시 강서구 내발산동 1139번지 16통3반 초록아파트 107동 702호,"서울특별시 강서구 수명로 74 (내발산동, 발산시티타워)",7635,스마일동물병원,2015-08-03 16:14,I,2018-08-31 23:59,184573.2768,450049.7165
9177,3130000,3.13E+17,2001-08-31,1,영업/정상,0,정상,02-335-5232,서울특별시 마포구 상수동 310-1번지,서울특별시 마포구 독막로 85 (상수동),4049,셀레네동물병원,2019-03-27 14:43,U,2019-03-29 2:40,193103.497,449521.7153
9178,3130000,3.13E+17,2001-11-24,1,영업/정상,0,정상,02-6375-0075,서울특별시 마포구 신공덕동 159 신공덕2차삼성래미안,"서울특별시 마포구 만리재로 74, 2상가 117호 (신공덕동, 신공덕2차삼성래미안)",4187,C.T.종합동물병원,2021-07-02 15:21,U,2021-07-04 2:40,196221.5457,449347.2585
9179,3220000,3.22E+17,2015-01-16,1,영업/정상,0,정상,549-7579,서울특별시 강남구 신사동 549-1 1층,"서울특별시 강남구 압구정로 134, 1층 (신사동)",6029,가로수동물병원,2022-08-31 14:39,U,2022-09-02 2:40,202003.4196,446902.9167
9180,3220000,3.22E+17,2015-01-22,1,영업/정상,0,정상,02-508-7583,"서울특별시 강남구 역삼동 771 101호,102호","서울특별시 강남구 역삼로 234, 101,102호 (역삼동)",6226,드림동물병원,2021-06-17 14:55,U,2021-06-19 2:40,203662.27,443876.667
9181,3220000,3.22E+17,2017-01-09,1,영업/정상,0,정상,02-539-3339,"서울특별시 강남구 대치동 316번지 1통2반 은마상가 1층 B120, B121 101동 801호","서울특별시 강남구 삼성로 212 (대치동, 은마상가 1층 B120, B121)",6284,대치수동물병원,2019-01-17 16:19,U,2019-01-19 2:40,205707.0894,443914.1941
9182,3080000,3.08E+17,2015-06-05,1,영업/정상,0,정상,02-984-7588,서울특별시 강북구 미아동 1357-6번지 미아프라자 106호,"서울특별시 강북구 삼양로27길 35-21, 미아프라자 106호 (미아동)",1196,H 동물병원,2020-06-08 15:03,U,2020-06-10 2:40,201602.5775,457290.1007
9183,3080000,3.08E+17,2015-08-18,1,영업/정상,0,정상,02-993-8266,서울특별시 강북구 수유동 340-2번지,"서울특별시 강북구 삼양로117길 5, 1층 (수유동)",1033,초이스동물병원,2019-03-08 9:58,U,2019-03-10 2:40,201316.118,460114.2689
9184,3220000,3.22E+17,2016-12-16,1,영업/정상,0,정상,02-529-7587,"서울특별시 강남구 도곡동 467-7 아카데미스위트 에이동 104, 202호","서울특별시 강남구 언주로30길 21, 104, 202호 (도곡동, 아카데미스위트)",6292,그레이동물병원 강남점,2022-11-15 13:14,U,2022-11-17 2:40,204538.1449,442942.8535
9185,3220000,3.22E+17,2017-01-06,1,영업/정상,0,정상,02-549-0275,서울특별시 강남구 신사동 587-13 1층 지하1층,"서울특별시 강남구 도산대로 213 (신사동, 1층, 지하1층)",6026,24시 스마트동물병원(신사본원),2023-03-31 17:24,U,2023-04-02 2:40,202580.5891,446499.5821
9186,3080000,3.08E+17,2003-04-07,1,영업/정상,0,정상,998-1785,서울특별시 강북구 수유동 266-20,서울특별시 강북구 한천로 1135(수유동),1039,대형동물병원,2021-09-28 11:45,U,2021-09-30 2:40,201538.8645,460390.3451
9187,3080000,3.08E+17,2017-06-05,1,영업/정상,0,정상,02-903-7582,"서울특별시 강북구 수유동 39-10 1, 2층","서울특별시 강북구 노해로 65, 1, 2층 (수유동, 리안스페이스)",1077,24시 수유 바른펫 동물의료센터,2022-03-16 14:45,U,2022-03-18 2:40,201895.657,459898.769
9188,3220000,3.22E+17,2006-04-14,1,영업/정상,0,정상,02-575-7999,서울특별시 강남구 도곡동 527-3번지 도곡렉슬아파트 상가동 109호,"서울특별시 강남구 선릉로 225, 도곡렉슬아파트 상가동 109호 (도곡동)",6276,고려종합동물병원,2019-03-07 9:20,U,2019-03-09 2:40,204586.37,443682.9741
